,Domain,Area Code (M49),Area,Element,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description
198,Emissions Totals,660,Anguilla,Emissions (N2O),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
199,Emissions Totals,660,Anguilla,Emissions (CO2),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,3.4341,E,Estimated value
200,Emissions Totals,660,Anguilla,Emissions (N2O),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
201,Emissions Totals,660,Anguilla,Emissions (CO2),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,3.8663,E,Estimated value
202,Emissions Totals,660,Anguilla,Emissions (N2O),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
203,Emissions Totals,660,Anguilla,Emissions (CO2),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,4.0098,E,Estimated value
204,Emissions Totals,660,Anguilla,Emissions (N2O),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
205,Emissions Totals,660,Anguilla,Emissions (CO2),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,5.1236,E,Estimated value
206,Emissions Totals,660,Anguilla,Emissions (N2O),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
207,Emissions Totals,660,Anguilla,Emissions (CO2),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,5.1178,E,Estimated value
208,Emissions Totals,660,Anguilla,Emissions (N2O),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
209,Emissions Totals,660,Anguilla,Emissions (CO2),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,4.5117,E,Estimated value
210,Emissions Totals,28,Antigua and Barbuda,Emissions (N2O),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
211,Emissions Totals,28,Antigua and Barbuda,Emissions (CO2),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,4.221,E,Estimated value
212,Emissions Totals,28,Antigua and Barbuda,Emissions (N2O),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
213,Emissions Totals,28,Antigua and Barbuda,Emissions (CO2),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,4.5022,E,Estimated value
214,Emissions Totals,28,Antigua and Barbuda,Emissions (N2O),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
215,Emissions Totals,28,Antigua and Barbuda,Emissions (CO2),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,2.9425,E,Estimated value
216,Emissions Totals,28,Antigua and Barbuda,Emissions (N2O),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
217,Emissions Totals,28,Antigua and Barbuda,Emissions (CO2),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,3.3329,E,Estimated value
218,Emissions Totals,28,Antigua and Barbuda,Emissions (N2O),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
219,Emissions Totals,28,Antigua and Barbuda,Emissions (CO2),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,4.1173,E,Estimated value
220,Emissions Totals,28,Antigua and Barbuda,Emissions (N2O),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
221,Emissions Totals,28,Antigua and Barbuda,Emissions (CO2),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,2.8408,E,Estimated value
222,Emissions Totals,28,Antigua and Barbuda,Emissions (N2O),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
223,Emissions Totals,28,Antigua and Barbuda,Emissions (CO2),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,2.7889,E,Estimated value
224,Emissions Totals,28,Antigua and Barbuda,Emissions (N2O),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
225,Emissions Totals,28,Antigua and Barbuda,Emissions (CO2),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,3.1037,E,Estimated value
226,Emissions Totals,28,Antigua and Barbuda,Emissions (N2O),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
227,Emissions Totals,28,Antigua and Barbuda,Emissions (CO2),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,1.998,E,Estimated value
228,Emissions Totals,28,Antigua and Barbuda,Emissions (N2O),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
229,Emissions Totals,28,Antigua and Barbuda,Emissions (CO2),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,2.2395,E,Estimated value
230,Emissions Totals,28,Antigua and Barbuda,Emissions (N2O),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
231,Emissions Totals,28,Antigua and Barbuda,Emissions (CO2),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,2.5226,E,Estimated value
232,Emissions Totals,28,Antigua and Barbuda,Emissions (N2O),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,0.0001,E,Estimated value
233,Emissions Totals,28,Antigua and Barbuda,Emissions (CO2),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,9.8647,E,Estimated value
234,Emissions Totals,28,Antigua and Barbuda,Emissions (N2O),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
235,Emissions Totals,28,Antigua and Barbuda,Emissions (CO2),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,10.4719,E,Estimated value
236,Emissions Totals,28,Antigua and Barbuda,Emissions (N2O),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
237,Emissions Totals,28,Antigua and Barbuda,Emissions (CO2),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,13.3754,E,Estimated value
238,Emissions Totals,28,Antigua and Barbuda,Emissions (N2O),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
239,Emissions Totals,28,Antigua and Barbuda,Emissions (CO2),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,10.6115,E,Estimated value
240,Emissions Totals,28,Antigua and Barbuda,Emissions (N2O),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
241,Emissions Totals,28,Antigua and Barbuda,Emissions (CO2),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,10.7038,E,Estimated value
242,Emissions Totals,28,Antigua and Barbuda,Emissions (N2O),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
243,Emissions Totals,28,Antigua and Barbuda,Emissions (CO2),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,12.3269,E,Estimated value
244,Emissions Totals,28,Antigua and Barbuda,Emissions (N2O),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,0.0002,E,Estimated value
245,Emissions Totals,28,Antigua and Barbuda,Emissions (CO2),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,13.9921,E,Estimated value
246,Emissions Totals,28,Antigua and Barbuda,Emissions (N2O),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,0.0003,E,Estimated value
247,Emissions Totals,28,Antigua and Barbuda,Emissions (CO2),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,17.8288,E,Estimated value
248,Emissions Totals,28,Antigua and Barbuda,Emissions (N2O),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,0.0004,E,Estimated value
249,Emissions Totals,28,Antigua and Barbuda,Emissions (CO2),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,17.8288,E,Estimated value
250,Emissions Totals,28,Antigua and Barbuda,Emissions (N2O),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,0.0004,E,Estimated value
251,Emissions Totals,28,Antigua and Barbuda,Emissions (CO2),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,15.7175,E,Estimated value
252,Emissions Totals,32,Argentina,Emissions (N2O),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
253,Emissions Totals,32,Argentina,Emissions (CO2),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
254,Emissions Totals,32,Argentina,Emissions (N2O),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
255,Emissions Totals,32,Argentina,Emissions (CO2),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
256,Emissions Totals,32,Argentina,Emissions (N2O),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
257,Emissions Totals,32,Argentina,Emissions (CO2),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
258,Emissions Totals,32,Argentina,Emissions (N2O),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
259,Emissions Totals,32,Argentina,Emissions (CO2),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
260,Emissions Totals,32,Argentina,Emissions (N2O),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
261,Emissions Totals,32,Argentina,Emissions (CO2),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
262,Emissions Totals,32,Argentina,Emissions (N2O),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
263,Emissions Totals,32,Argentina,Emissions (CO2),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
264,Emissions Totals,32,Argentina,Emissions (N2O),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
265,Emissions Totals,32,Argentina,Emissions (CO2),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
266,Emissions Totals,32,Argentina,Emissions (N2O),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,0.0064,E,Estimated value
267,Emissions Totals,32,Argentina,Emissions (CO2),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,3570.3162,E,Estimated value
268,Emissions Totals,32,Argentina,Emissions (N2O),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,0.0064,E,Estimated value
269,Emissions Totals,32,Argentina,Emissions (CO2),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,3596.0661,E,Estimated value
270,Emissions Totals,32,Argentina,Emissions (N2O),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,0.0068,E,Estimated value
271,Emissions Totals,32,Argentina,Emissions (CO2),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,3833.4252,E,Estimated value
272,Emissions Totals,32,Argentina,Emissions (N2O),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,0.0068,E,Estimated value
273,Emissions Totals,32,Argentina,Emissions (CO2),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,3821.4759,E,Estimated value
274,Emissions Totals,32,Argentina,Emissions (N2O),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,0.0073,E,Estimated value
275,Emissions Totals,32,Argentina,Emissions (CO2),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,4079.7603,E,Estimated value
276,Emissions Totals,32,Argentina,Emissions (N2O),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,0.0068,E,Estimated value
277,Emissions Totals,32,Argentina,Emissions (CO2),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,3795.165,E,Estimated value
278,Emissions Totals,32,Argentina,Emissions (N2O),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,0.0068,E,Estimated value
279,Emissions Totals,32,Argentina,Emissions (CO2),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,3795.165,E,Estimated value
280,Emissions Totals,32,Argentina,Emissions (N2O),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,0.0068,E,Estimated value
281,Emissions Totals,32,Argentina,Emissions (CO2),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,3795.165,E,Estimated value
282,Emissions Totals,32,Argentina,Emissions (N2O),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,0.0068,E,Estimated value
283,Emissions Totals,32,Argentina,Emissions (CO2),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,3795.165,E,Estimated value
284,Emissions Totals,32,Argentina,Emissions (N2O),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,0.0068,E,Estimated value
285,Emissions Totals,32,Argentina,Emissions (CO2),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,3795.165,E,Estimated value
286,Emissions Totals,32,Argentina,Emissions (N2O),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,0.0068,E,Estimated value
287,Emissions Totals,32,Argentina,Emissions (CO2),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,3795.165,E,Estimated value
288,Emissions Totals,32,Argentina,Emissions (N2O),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,0.0068,E,Estimated value
289,Emissions Totals,32,Argentina,Emissions (CO2),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,3795.165,E,Estimated value
290,Emissions Totals,32,Argentina,Emissions (N2O),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,0.0068,E,Estimated value
291,Emissions Totals,32,Argentina,Emissions (CO2),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,3795.165,E,Estimated value
292,Emissions Totals,32,Argentina,Emissions (N2O),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,0.0069,E,Estimated value
293,Emissions Totals,32,Argentina,Emissions (CO2),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,3597.7287,E,Estimated value
294,Emissions Totals,51,Armenia,Emissions (N2O),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
295,Emissions Totals,51,Armenia,Emissions (CO2),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,1.0156,E,Estimated value
296,Emissions Totals,51,Armenia,Emissions (N2O),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
297,Emissions Totals,51,Armenia,Emissions (CO2),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.9837,E,Estimated value
298,Emissions Totals,51,Armenia,Emissions (N2O),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
299,Emissions Totals,51,Armenia,Emissions (CO2),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,1.2068,E,Estimated value
300,Emissions Totals,51,Armenia,Emissions (N2O),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
301,Emissions Totals,51,Armenia,Emissions (CO2),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,1.5891,E,Estimated value
302,Emissions Totals,51,Armenia,Emissions (N2O),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
303,Emissions Totals,51,Armenia,Emissions (CO2),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,1.5891,E,Estimated value
304,Emissions Totals,51,Armenia,Emissions (N2O),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
305,Emissions Totals,51,Armenia,Emissions (CO2),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,2.4906,E,Estimated value
306,Emissions Totals,51,Armenia,Emissions (N2O),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
307,Emissions Totals,51,Armenia,Emissions (CO2),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,2.2498,E,Estimated value
308,Emissions Totals,51,Armenia,Emissions (N2O),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,0.002,E,Estimated value
309,Emissions Totals,51,Armenia,Emissions (CO2),Food Processing,2007,2007,3050,FAO TIER 1,kilotonnes,491.4581,E,Estimated value
310,Emissions Totals,51,Armenia,Emissions (N2O),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,0.0021,E,Estimated value
311,Emissions Totals,51,Armenia,Emissions (CO2),Food Processing,2008,2008,3050,FAO TIER 1,kilotonnes,561.4514,E,Estimated value
312,Emissions Totals,51,Armenia,Emissions (N2O),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,0.0018,E,Estimated value
313,Emissions Totals,51,Armenia,Emissions (CO2),Food Processing,2009,2009,3050,FAO TIER 1,kilotonnes,398.3957,E,Estimated value
314,Emissions Totals,51,Armenia,Emissions (N2O),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,0.0015,E,Estimated value
315,Emissions Totals,51,Armenia,Emissions (CO2),Food Processing,2010,2010,3050,FAO TIER 1,kilotonnes,221.1107,E,Estimated value
316,Emissions Totals,51,Armenia,Emissions (N2O),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,0.0017,E,Estimated value
317,Emissions Totals,51,Armenia,Emissions (CO2),Food Processing,2011,2011,3050,FAO TIER 1,kilotonnes,262.9864,E,Estimated value
318,Emissions Totals,51,Armenia,Emissions (N2O),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,0.0019,E,Estimated value
319,Emissions Totals,51,Armenia,Emissions (CO2),Food Processing,2012,2012,3050,FAO TIER 1,kilotonnes,309.5259,E,Estimated value
320,Emissions Totals,51,Armenia,Emissions (N2O),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,0.0019,E,Estimated value
321,Emissions Totals,51,Armenia,Emissions (CO2),Food Processing,2013,2013,3050,FAO TIER 1,kilotonnes,291.8576,E,Estimated value
322,Emissions Totals,51,Armenia,Emissions (N2O),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,0.0022,E,Estimated value
323,Emissions Totals,51,Armenia,Emissions (CO2),Food Processing,2014,2014,3050,FAO TIER 1,kilotonnes,223.1775,E,Estimated value
324,Emissions Totals,51,Armenia,Emissions (N2O),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,0.0021,E,Estimated value
325,Emissions Totals,51,Armenia,Emissions (CO2),Food Processing,2015,2015,3050,FAO TIER 1,kilotonnes,198.8138,E,Estimated value
326,Emissions Totals,51,Armenia,Emissions (N2O),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,0.002,E,Estimated value
327,Emissions Totals,51,Armenia,Emissions (CO2),Food Processing,2016,2016,3050,FAO TIER 1,kilotonnes,161.2843,E,Estimated value
328,Emissions Totals,51,Armenia,Emissions (N2O),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,0.0019,E,Estimated value
329,Emissions Totals,51,Armenia,Emissions (CO2),Food Processing,2017,2017,3050,FAO TIER 1,kilotonnes,149.4325,E,Estimated value
330,Emissions Totals,51,Armenia,Emissions (N2O),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,0.0019,E,Estimated value
331,Emissions Totals,51,Armenia,Emissions (CO2),Food Processing,2018,2018,3050,FAO TIER 1,kilotonnes,201.9545,E,Estimated value
332,Emissions Totals,51,Armenia,Emissions (N2O),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,0.0019,E,Estimated value
333,Emissions Totals,51,Armenia,Emissions (CO2),Food Processing,2019,2019,3050,FAO TIER 1,kilotonnes,201.9545,E,Estimated value
334,Emissions Totals,51,Armenia,Emissions (N2O),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,0.002,E,Estimated value
335,Emissions Totals,51,Armenia,Emissions (CO2),Food Processing,2020,2020,3050,FAO TIER 1,kilotonnes,193.1455,E,Estimated value
336,Emissions Totals,533,Aruba,Emissions (N2O),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,0.0001,E,Estimated value
337,Emissions Totals,533,Aruba,Emissions (CO2),Food Processing,2000,2000,3050,FAO TIER 1,kilotonnes,34.2865,E,Estimated value
338,Emissions Totals,533,Aruba,Emissions (N2O),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,0.0001,E,Estimated value
339,Emissions Totals,533,Aruba,Emissions (CO2),Food Processing,2001,2001,3050,FAO TIER 1,kilotonnes,36.5328,E,Estimated value
340,Emissions Totals,533,Aruba,Emissions (N2O),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,0.0,E,Estimated value
341,Emissions Totals,533,Aruba,Emissions (CO2),Food Processing,2002,2002,3050,FAO TIER 1,kilotonnes,21.7568,E,Estimated value
342,Emissions Totals,533,Aruba,Emissions (N2O),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,0.0001,E,Estimated value
343,Emissions Totals,533,Aruba,Emissions (CO2),Food Processing,2003,2003,3050,FAO TIER 1,kilotonnes,24.2392,E,Estimated value
344,Emissions Totals,533,Aruba,Emissions (N2O),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,0.0001,E,Estimated value
345,Emissions Totals,533,Aruba,Emissions (CO2),Food Processing,2004,2004,3050,FAO TIER 1,kilotonnes,29.3932,E,Estimated value
346,Emissions Totals,533,Aruba,Emissions (N2O),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,0.0001,E,Estimated value
347,Emissions Totals,533,Aruba,Emissions (CO2),Food Processing,2005,2005,3050,FAO TIER 1,kilotonnes,20.6606,E,Estimated value
348,Emissions Totals,533,Aruba,Emissions (N2O),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,0.0001,E,Estimated value
349,Emissions Totals,533,Aruba,Emissions (CO2),Food Processing,2006,2006,3050,FAO TIER 1,kilotonnes,19.7035,E,Estimated value
